Street Address,City,State,Zip,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS,test_site_source
"5600 Rickenbacker Rd Bldg E-1, Bell, CA 90201-6418",,,,33.99234,-118.17205,0.72,nearest_rooftop_match,5650,Rickenbacker Rd,Bell Gardens,CA,Los Angeles County,90201,US,Los Angeles,2019,6,6037,Bell,604870,532304,2053,2,6.03753E+13,giscorps
"5601 Van Nuys Boulevard, Sherman Oaks, CA 91401",,,,34.172372,-118.449071,1,rooftop,5601,Van Nuys Blvd,Van Nuys,CA,Los Angeles County,91401,US,Los Angeles,2019,6,6037,Los Angeles,644000,128400,1010,1,6.03713E+13,giscorps
"5623 Kanan Road, Agoura Hills, CA 91301",,,,34.152588,-118.758574,1,rooftop,5623,Kanan Rd,Agoura Hills,CA,Los Angeles County,91301,US,Los Angeles,2019,6,6037,Agoura Hills,600394,800324,1001,1,6.0378E+13,giscorps
"5701 S. Hoover St., Los Angeles, CA 90037",,,,33.9902,-118.28725,1,rooftop,5701,S Hoover St,Los Angeles,CA,Los Angeles County,90037,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,232700,2005,2,6.03723E+13,giscorps
"5717 Melrose Ave, Hollywood, CA 90038",,,,34.083597,-118.325036,1,rooftop,5717,Melrose Ave,Los Angeles,CA,Los Angeles County,90038,US,Los Angeles,2019,6,6037,Los Angeles,644000,191820,3009,3,6.03719E+13,giscorps
"5850 S. Main St., Los Angeles, CA 90003",,,,33.98832,-118.27376,1,rooftop,5850,S Main St,Los Angeles,CA,Los Angeles County,90003,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,239202,2004,2,6.03724E+13,giscorps
"5867 S Central Ave, Los Angeles, CA 90001",,,,33.98775,-118.25672,1,rooftop,5867,S Central Ave,Los Angeles,CA,Los Angeles County,90001,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,239202,1000,1,6.03724E+13,giscorps
"5901 East 7th Street Long Beach, CA 90822",,,,33.778458,-118.118733,1,rooftop,5901,E 7th St,Long Beach,CA,Los Angeles County,90822,US,Los Angeles,2019,6,6037,Long Beach,643000,574700,1005,1,6.03757E+13,giscorps
"5901 W Century Blvd, Los Angeles, CA 90045",,,,33.94572,-118.38685,1,rooftop,5901,W Century Blvd,Los Angeles,CA,Los Angeles County,90045,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,980028,1051,1,6.03798E+13,giscorps
"5903 N. Balboa Blvd, Van Nuys, CA 91406",,,,34.17861,-118.49887,0.71,nearest_rooftop_match,5900,N Balboa Blvd,Van Nuys,CA,Los Angeles County,91406,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,980024,1036,1,6.03798E+13,giscorps
"593 W 6th St, San Pedro, CA 90731-2521",,,,33.73865,-118.28983,1,rooftop,593,W 6th St,San Pedro,CA,Los Angeles County,90731,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,296600,2003,2,6.0373E+13,giscorps
"596 Long Beach Boulevard, Long Beach, CA 90802",,,,33.77464,-118.18888,0.9,rooftop,596,Long Beach Blvd,Long Beach,CA,Los Angeles County,90813,US,City of Long Beach,2019,6,6037,Long Beach,643000,576200,5013,5,6.03758E+13,giscorps
"600 E Colorado Blvd #120, Pasadena, CA 91101",,,,34.145513,-118.137948,1,rooftop,600,E Colorado Blvd,Pasadena,CA,Los Angeles County,91101,US,Los Angeles,2019,6,6037,Pasadena,656000,463601,1000,1,6.03746E+13,giscorps
"600 LONG BEACH BLVD, LONG BEACH, CA 90802",,,,33.77524,-118.1891,0.9,rooftop,600,Long Beach Blvd,Long Beach,CA,Los Angeles County,90813,US,City of Long Beach,2019,6,6037,Long Beach,643000,576200,5001,5,6.03758E+13,giscorps
"600 S. Lake Ave, Ste #105, Pasadena CA 91106",,,,34.135597,-118.131554,1,rooftop,600,S Lake Ave,Pasadena,CA,Los Angeles County,91106,US,Los Angeles,2019,6,6037,Pasadena,656000,463500,2007,2,6.03746E+13,giscorps
"600 St Paul Ave, Ste 200, Los Angeles, CA 90017-5686",,,,34.053242,-118.260864,1,rooftop,600,St Paul Ave,Los Angeles,CA,Los Angeles County,90017,US,Los Angeles,2019,6,6037,Los Angeles,644000,209200,1024,1,6.03721E+13,giscorps
"600 W. Beverly Blvd., Montebello, CA 90640",,,,34.017071,-118.103994,1,rooftop,600,W Beverly Blvd,Montebello,CA,Los Angeles County,90640,US,Los Angeles,2019,6,6037,Montebello,648816,530004,2013,2,6.03753E+13,giscorps
"601 S San Pedro St, Los Angeles, CA 90014-2415",,,,34.04226,-118.2455,1,rooftop,601,S San Pedro St,Los Angeles,CA,Los Angeles County,90014,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206300,2001,2,6.03721E+13,giscorps
"6097 Canoga Ave., Woodland Hills, CA 91367",,,,34.180994,-118.597513,1,range_interpolation,6097,Canoga Ave,Woodland Hills,CA,Los Angeles County,91367,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,135113,1000,1,6.03714E+13,giscorps
6208 Seville Ave. Huntington Park. CA 90255,,,,33.983953,-118.222253,1,rooftop,6208,Seville Ave,Huntington Park,CA,Los Angeles County,90255,US,Los Angeles,2019,6,6037,Huntington Park,636056,532606,2003,2,6.03753E+13,giscorps
"625 S San Pedro St, Los Angeles, CA 90014-2424",,,,34.04183,-118.246,1,rooftop,625,S San Pedro St,Los Angeles,CA,Los Angeles County,90014,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206300,2001,2,6.03721E+13,giscorps
"6262 Van Nuys Blvd, Van Nuys, CA 91401",,,,34.184085,-118.448464,1,rooftop,6262,Van Nuys Blvd,Van Nuys,CA,Los Angeles County,91401,US,Los Angeles,2019,6,6037,Los Angeles,644000,128210,1008,1,6.03713E+13,giscorps
"6336 Passons Blvd., Pico Rivera, CA 90660",,,,33.985779,-118.085666,1,range_interpolation,6336,Passons Blvd,Pico Rivera,CA,Los Angeles County,90660,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Pico Rivera,656924,500800,3002,3,6.0375E+13,giscorps
"6344 Topanga Canyon Blvd, Suite 2040 Woodland Hills, CA 91367",,,,34.1868,-118.60489,0.9,rooftop,6344,N Topanga Canyon Blvd,Woodland Hills,CA,Los Angeles County,91367,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,135114,2004,2,6.03714E+13,giscorps
"6368 Hollywood Blvd, Los Angeles, CA 90028-6320",,,,34.101443,-118.328947,1,rooftop,6368,Hollywood Blvd,Los Angeles,CA,Los Angeles County,90028,US,Los Angeles,2019,6,6037,Los Angeles,644000,190700,1002,1,6.03719E+13,giscorps
"6440 Platt Ave, West Hills, CA 91307",,,,34.18795,-118.642478,1,rooftop,6440,Platt Ave,West Hills,CA,Los Angeles County,91307,US,Los Angeles,2019,6,6037,Los Angeles,644000,135202,2007,2,6.03714E+13,giscorps
"6480-6410 Atlantic Ave., Bell, CA 90203",,,,33.97813,-118.18714,0.9,range_interpolation,6480,Atlantic Ave,Bell,CA,Los Angeles County,90201,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Bell,604870,533803,2001,2,6.03753E+13,giscorps
"6500 Atlantic Ave, Long Beach, CA 90805 ",,,,33.872186,-118.183965,1,rooftop,6500,Atlantic Ave,Long Beach,CA,Los Angeles County,90805,US,City of Long Beach,2019,6,6037,Long Beach,643000,570501,1001,1,6.03757E+13,giscorps
"6501 Garfield Ave, Bell Gardens, CA 90201",,,,33.973332,-118.147685,1,rooftop,6501,Garfield Ave,Bell Gardens,CA,Los Angeles County,90201,US,Los Angeles,2019,6,6037,Bell Gardens,604996,533902,1006,1,6.03753E+13,giscorps
"6505 8th Ave., Los Angeles, CA 90043",,,,33.98035,-118.326719,1,rooftop,6505,8th Ave,Los Angeles,CA,Los Angeles County,90043,US,Los Angeles,2019,6,6037,Los Angeles,644000,234901,1002,1,6.03723E+13,giscorps
"6510 South Street, Lakewood, CA 90713",,,,33.858147,-118.106251,1,range_interpolation,6510,S St,Lakewood,CA,Los Angeles County,90713,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Lakewood,639892,570901,1007,1,6.03757E+13,giscorps
"6588 West Foothill Boulevard, Tujunga, CA 91042",,,,34.24593,-118.27568,1,rooftop,6588,W Foothill Blvd,Tujunga,CA,Los Angeles County,91042,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,101300,2000,2,6.0371E+13,giscorps
"6609 Van Nuys Blvd, Van Nuys, CA 91405",,,,34.190884,-118.449006,1,rooftop,6609,Van Nuys Blvd,Van Nuys,CA,Los Angeles County,91405,US,Los Angeles,2019,6,6037,Los Angeles,644000,127805,3006,3,6.03713E+13,giscorps
"6912 Ajax Avenue, Bell Gardens, CA 90201",,,,33.96991,-118.162581,1,rooftop,6912,Ajax Ave,Bell Gardens,CA,Los Angeles County,90201,US,Los Angeles,2019,6,6037,Bell Gardens,604996,534102,3002,3,6.03753E+13,giscorps
"700 South Flower Street Suite 2340, Los Angeles, CA 90017",,,,34.04835,-118.25882,1,rooftop,700,S Flower St,Los Angeles,CA,Los Angeles County,90017,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,207710,1033,1,6.03721E+13,giscorps
"701 W Cesar E Chavez Ave, Los Angeles, CA 90012-2104",,,,34.06107,-118.24412,1,rooftop,701,W Cesar E Chavez Ave,Los Angeles,CA,Los Angeles County,90012,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,207101,1012,1,6.03721E+13,giscorps
"702 North Azusa Avenue, West Covina, CA 91791",,,,34.083138,-117.907106,1,rooftop,702,N Azusa Ave,West Covina,CA,Los Angeles County,91791,US,Los Angeles,2019,6,6037,West Covina,684200,406200,2000,2,6.03741E+13,giscorps
"711 E Via Wanda, Long Beach, CA 90805-6526",,,,33.851788,-118.184165,1,range_interpolation,711,E Via Wanda,Long Beach,CA,Los Angeles County,90805,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Long Beach,643000,571600,1000,1,6.03757E+13,giscorps
"714 N Avalon Blvd, Wilmington, CA 90744",,,,33.77895,-118.26215,1,rooftop,714,N Avalon Blvd,Wilmington,CA,Los Angeles County,90744,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,294701,3006,3,6.03729E+13,giscorps
"7211 Van Nuys Blvd, Los Angeles, CA 91405",,,,34.201718,-118.448954,1,rooftop,7211,Van Nuys Blvd,Van Nuys,CA,Los Angeles County,91405,US,Los Angeles,2019,6,6037,Los Angeles,644000,127220,2008,2,6.03713E+13,giscorps
"725 South Pacific Coast Highway, Redondo Beach, CA 90277",,,,33.853211,-118.390111,1,rooftop,725,N Pacific Coast Hwy,Redondo Beach,CA,Los Angeles County,90277,US,Los Angeles,2019,6,6037,Redondo Beach,660018,621204,2002,2,6.03762E+13,giscorps
"7255 Bakman Ave, Sun Valley, CA 91352",,,,34.202803,-118.378032,1,rooftop,7255,Bakman Ave,Sun Valley,CA,Los Angeles County,91352,US,Los Angeles,2019,6,6037,Los Angeles,644000,123010,2011,2,6.03712E+13,giscorps
"731 S Beacon St, San Pedro, CA 90731-3738",,,,33.73726,-118.28058,1,rooftop,731,S Beacon St,San Pedro,CA,Los Angeles County,90731,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,297110,1000,1,6.0373E+13,giscorps
"7330 Bakman Ave., Sun Valley, CA 91352",,,,34.203985,-118.377743,1,rooftop,7330,Bakman Ave,Sun Valley,CA,Los Angeles County,91352,US,Los Angeles,2019,6,6037,Los Angeles,644000,123010,2008,2,6.03712E+13,giscorps
"739 N. Fairfax Ave, Los Angeles, CA 90046",,,,34.084939,-118.361649,1,rooftop,739,N Fairfax Ave,Los Angeles,CA,Los Angeles County,90046,US,Los Angeles,2019,6,6037,Los Angeles,644000,194401,1000,1,6.03719E+13,giscorps
"740 S Allied Way Suite D, El Segundo, CA 90245",,,,33.90688,-118.39073,0.6,street_center,,S Allied Way,El Segundo,CA,Los Angeles County,90245,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,El Segundo,622412,980013,1017,1,6.03798E+13,giscorps
"7400 Reseda Boulevard, Reseda, CA 91335",,,,34.204948,-118.535799,1,rooftop,7400,Reseda Blvd,Reseda,CA,Los Angeles County,91335,US,Los Angeles,2019,6,6037,Los Angeles,644000,131800,2006,2,6.03713E+13,giscorps
"741 S. Orange Ave., West Covina, CA 91790",,,,34.071045,-117.944801,1,rooftop,741,S Orange Ave,West Covina,CA,Los Angeles County,91790,US,Los Angeles,2019,6,6037,West Covina,684200,406800,1001,1,6.03741E+13,giscorps
"750 South Raymond Ave, Pasadena, CA 91105",,,,34.132557,-118.148394,1,rooftop,750,S Raymond Ave,Pasadena,CA,Los Angeles County,91105,US,Los Angeles,2019,6,6037,Pasadena,656000,464000,5014,5,6.03746E+13,giscorps
"7555 Van Nuys Blvd., Van Nuys, CA 91405",,,,34.208202,-118.44896,1,rooftop,7555,Van Nuys Blvd,Van Nuys,CA,Los Angeles County,91405,US,Los Angeles,2019,6,6037,Los Angeles,644000,127220,1000,1,6.03713E+13,giscorps
"759 Americana Way, Glendale, CA 91210",,,,34.14506,-118.25555,0.33,place,,,Glendale,CA,Los Angeles County,91210,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Glendale,630000,302301,2000,2,6.0373E+13,giscorps
"760 S. Westmoreland, Los Angeles, CA 90005",,,,34.05811,-118.28889,1,rooftop,760,S Westmoreland Ave,Los Angeles,CA,Los Angeles County,90005,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,212204,2002,2,6.03721E+13,giscorps
"7817 Lankershim Blvd, North Hollywood, CA 91605-2523",,,,34.212684,-118.387996,1,rooftop,7817,Lankershim Blvd,North Hollywood,CA,Los Angeles County,91605,US,Los Angeles,2019,6,6037,Los Angeles,644000,121802,3006,3,6.03712E+13,giscorps
"800 N Alameda, Los Angeles, CA 90012",,,,34.05494,-118.23752,1,rooftop,800,N Alameda St,Los Angeles,CA,Los Angeles County,90012,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,206020,1014,1,6.03721E+13,giscorps
"800 S. Fairmount Avenue Suite 415 Pasadena, CA 91105",,,,34.132092,-118.151152,1,rooftop,800,Fairmount Ave,Pasadena,CA,Los Angeles County,91105,US,Los Angeles,2019,6,6037,Pasadena,656000,463900,1009,1,6.03746E+13,giscorps
"801 E. Carson St., Carson, CA 900745",,,,33.832295,-118.261363,1,rooftop,801,E Carson St,Carson,CA,Los Angeles County,90745,US,City of Carson,2019,6,6037,Carson,611530,543903,1012,1,6.03754E+13,giscorps
200 UCLA Medical Plaza,,,,34.06609,-118.44656,0.33,place,,,Plaza,ND,Mountrail County,58771,US,TIGER/Line® dataset from the US Census Bureau,2019,38,38061,,,955200,2735,2,3.8062E+14,giscorps
"801 S. Chevy Chase Dr. #250, Glendale, CA 91205",,,,34.136583,-118.240269,1,rooftop,801,S Chevy Chase Dr,Glendale,CA,Los Angeles County,91205,US,Los Angeles,2019,6,6037,Glendale,630000,302102,3006,3,6.0373E+13,giscorps
"808 W. 58th St. Los Angeles, CA 90037",,,,33.98934,-118.28723,1,rooftop,808,W 58th St,Los Angeles,CA,Los Angeles County,90037,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,232700,2006,2,6.03723E+13,giscorps
"815 E Avenue Q6, Palmdale CA 93550",,,,34.590677,-118.115782,1,rooftop,815,East Ave,Palmdale,CA,Los Angeles County,93550,US,Los Angeles,2019,6,6037,,,910101,1060,1,6.03791E+13,giscorps
"816 East Main Street, Alhambra, CA 91801",,,,34.098835,-118.11802,1,rooftop,816,E Main St,Alhambra,CA,Los Angeles County,91801,US,Los Angeles,2019,6,6037,Alhambra,600884,481002,1008,1,6.03748E+13,giscorps
"8201 GREENLEAF AVE, WHITTIER, CA 90602",,,,33.965533,-118.038219,1,rooftop,8201,Greenleaf Ave,Whittier,CA,Los Angeles County,90602,US,Los Angeles,2019,6,6037,Whittier,685292,502003,2009,2,6.0375E+13,giscorps
"8201 Topanga Canyon Blvd, Canoga Park, CA 91304",,,,34.217929,-118.606297,1,rooftop,8201,Topanga Canyon Blvd,Canoga Park,CA,Los Angeles County,91304,US,Los Angeles,2019,6,6037,Los Angeles,644000,134304,1001,1,6.03713E+13,giscorps
"8250 Balboa Pl, Van Nuys, CA 91406",,,,34.220358,-118.500995,1,range_interpolation,8250,Balboa Pl,Van Nuys,CA,Los Angeles County,91406,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,980008,1002,1,6.03798E+13,giscorps
"8316 Foothill Blvd, Sunland-Tujunga, CA 91040",,,,34.259494,-118.314123,1,rooftop,8316,Foothill Blvd,Sunland,CA,Los Angeles County,91040,US,Los Angeles,2019,6,6037,Los Angeles,644000,103400,4002,4,6.0371E+13,giscorps
"837 W Imperial Hwy, Los Angeles, CA 90044-4110",,,,33.93111,-118.2904,1,rooftop,837,W Imperial Hwy,Los Angeles,CA,Los Angeles County,90044,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,241202,1009,1,6.03724E+13,giscorps
"8400 Firestone Boulevard, Downey, CA 90241",,,,33.938524,-118.131472,1,rooftop,8400,Firestone Blvd,Downey,CA,Los Angeles County,90241,US,Los Angeles,2019,6,6037,Downey,619766,551300,2006,2,6.03755E+13,giscorps
"8447 ALONDRA BOULEVARD, PARAMOUNT, CA 90723",,,,33.889304,-118.152595,1,range_interpolation,8447,Alondra Blvd,Paramount,CA,Los Angeles County,90723,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Paramount,655618,553901,3011,3,6.03755E+13,giscorps
"846 West Avenue K, Lancaster, CA 93534",,,,34.674716,-118.145817,1,range_interpolation,846,W Ave K,Lancaster,CA,Los Angeles County,93534,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Lancaster,640130,900704,1010,1,6.0379E+13,giscorps
"8500 Florence Ave, Suite 101, Downey, CA 90240",,,,33.94941,-118.121761,1,rooftop,8500,Florence Ave,Downey,CA,Los Angeles County,90240,US,Los Angeles,2019,6,6037,Downey,619766,550902,1004,1,6.03755E+13,giscorps
"8530 Firestone Blvd. Downey, CA 90241",,,,33.937207,-118.129357,1,rooftop,8530,Firestone Blvd,Downey,CA,Los Angeles County,90241,US,Los Angeles,2019,6,6037,Downey,619766,551300,1000,1,6.03755E+13,giscorps
"8530 Reseda Boulevard, Northridge, CA 91324",,,,34.225517,-118.535876,1,rooftop,8530,Reseda Blvd,Northridge,CA,Los Angeles County,91324,US,Los Angeles,2019,6,6037,Los Angeles,644000,115403,1005,1,6.03712E+13,giscorps
"855 N Vermont Ave, Los Angeles, CA 90029-3516",,,,34.08687,-118.29192,1,rooftop,855,N Vermont Ave,Los Angeles,CA,Los Angeles County,90029,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,191500,1003,1,6.03719E+13,giscorps
"8570 W Sunset Boulevard, West Hollywood, CA 90069",,,,34.092427,-118.378468,1,rooftop,8570,W Sunset Blvd,West Hollywood,CA,Los Angeles County,90069,US,Los Angeles,2019,6,6037,West Hollywood,684410,700502,1003,1,6.0377E+13,giscorps
"858 North Sunset Avenue, La Puente, CA 91744",,,,34.044987,-117.963164,1,rooftop,858,N Sunset Ave,La Puente,CA,Los Angeles County,91744,US,Los Angeles,2019,6,6037,West Puente Valley,684774,407302,1000,1,6.03741E+13,giscorps
"8580 Whittier Boulevard, Pico Rivera, CA 90660",,,,34.003266,-118.088957,1,range_interpolation,8580,Whittier Blvd,Pico Rivera,CA,Los Angeles County,90660,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Pico Rivera,656924,500700,6001,6,6.0375E+13,giscorps
"8627 Atlantic Ave., South Gate, CA 90280",,,,33.954301,-118.183788,1,range_interpolation,8627,Atlantic Ave,South Gate,CA,Los Angeles County,90280,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,South Gate,673080,536000,1009,1,6.03754E+13,giscorps
"8727 Van Nuys Blvd., Panorama City, CA 91402",,,,34.22813,-118.450386,1,rooftop,8727,Van Nuys Blvd,Panorama City,CA,Los Angeles County,91402,US,Los Angeles,2019,6,6037,Los Angeles,644000,120103,1000,1,6.03712E+13,giscorps
"8730 Alden Drive, Los Angeles, CA 90059",,,,34.07561,-118.38296,0.9,range_interpolation,8730,Alden Dr,Los Angeles,CA,Los Angeles County,90048,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Los Angeles,644000,214902,1005,1,6.03721E+13,giscorps
"8731 W. Pico Blvd., Los Angeles, CA, 90035",,,,34.05468,-118.38235,1,rooftop,8731,W Pico Blvd,Los Angeles,CA,Los Angeles County,90035,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,216401,2005,2,6.03722E+13,giscorps
"881 Alma Real Dr, Suite 214 Pacific Palisades, CA 90272",,,,34.044969,-118.525252,1,rooftop,881,Alma Real Dr,Pacific Palisades,CA,Los Angeles County,90272,US,Los Angeles,2019,6,6037,Los Angeles,644000,262706,1007,1,6.03726E+13,giscorps
"8825 Whittier Blvd. Pico Rivera, CA 90660",,,,34.001978,-118.084592,1,rooftop,8825,Whittier Blvd,Pico Rivera,CA,Los Angeles County,90660,US,Los Angeles,2019,6,6037,Pico Rivera,656924,500600,4014,4,6.0375E+13,giscorps
"8985 Venice Blvd STE A3B, Los Angeles, CA 90034",,,,34.027346,-118.392411,1,rooftop,8985,Venice Blvd,Los Angeles,CA,Los Angeles County,90034,US,Los Angeles,2019,6,6037,Los Angeles,644000,270100,2011,2,6.03727E+13,giscorps
"901 South Central Avenue, Compton, CA 90220",,,,33.887652,-118.250614,1,rooftop,901,S Central Ave,Compton,CA,Los Angeles County,90220,US,Los Angeles,2019,6,6037,Compton,615044,543100,7000,7,6.03754E+13,giscorps
"9031 ROSECRANS AVE, BELLFLOWER, CA 90706",,,,33.904288,-118.142109,1,rooftop,9031,Rosecrans Ave,Bellflower,CA,Los Angeles County,90706,US,Los Angeles,2019,6,6037,Bellflower,604982,553300,3002,3,6.03755E+13,giscorps
"9089 Woodman Avenue, Arleta, CA 91331",,,,34.234983,-118.440494,1,rooftop,9089,Woodman Ave,Arleta,CA,Los Angeles County,91331,US,Los Angeles,2019,6,6037,Los Angeles,644000,120105,2000,2,6.03712E+13,giscorps
"9111 Corbin Ave., Northridge, CA 91324",,,,34.235899,-118.562597,1,rooftop,9111,Corbin Ave,Northridge,CA,Los Angeles County,91324,US,Los Angeles,2019,6,6037,Los Angeles,644000,113301,2020,2,6.03711E+13,giscorps
"915 East Arrow Highway, Azusa, CA 91702",,,,34.10836,-117.89008,0.74,nearest_rooftop_match,873,W Arrow Hwy,Azusa,CA,Los Angeles County,91702,US,Los Angeles,2019,6,6037,Azusa,603386,404100,3008,3,6.0374E+13,giscorps
"9256 Slauson Avenue, Pico Rivera, CA 90660",,,,33.96919,-118.099857,1,range_interpolation,9256,Slauson Ave,Pico Rivera,CA,Los Angeles County,90660,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Pico Rivera,656924,502602,1014,1,6.0375E+13,giscorps
"9301 Tampa Ave., Northridge, CA 91324",,,,34.239201,-118.553791,1,rooftop,9301,Tampa Ave,Northridge,CA,Los Angeles County,91324,US,Los Angeles,2019,6,6037,Los Angeles,644000,113301,2017,2,6.03711E+13,giscorps
"9301 Wilshire Blvd Suite #405A, Beverly Hills, CA 90210",,,,34.067342,-118.394675,1,rooftop,9301,Wilshire Blvd,Beverly Hills,CA,Los Angeles County,90210,US,Los Angeles,2019,6,6037,Beverly Hills,606308,700801,3013,3,6.0377E+13,giscorps
"9333 Whittier Blvd, Pico Rivera, CA 90660",,,,33.999242,-118.078853,1,range_interpolation,9333,Whittier Blvd,Pico Rivera,CA,Los Angeles County,90660,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Pico Rivera,656924,500402,2021,2,6.0375E+13,giscorps
"9335 Reseda Blvd. #100 Northridge, CA 91324",,,,34.240043,-118.536283,1,rooftop,9335,Reseda Blvd,Northridge,CA,Los Angeles County,91324,US,Los Angeles,2019,6,6037,Los Angeles,644000,115201,1009,1,6.03712E+13,giscorps
"9436 Slauson Ave, Pico Rivera, CA 90660-4748",,,,33.968179,-118.096651,1,range_interpolation,9436,Slauson Ave,Pico Rivera,CA,Los Angeles County,90660,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Pico Rivera,656924,502601,1007,1,6.0375E+13,giscorps
"950 West Foothill Boulevard, Monrovia, CA 91016",,,,34.150233,-118.020092,1,rooftop,950,W Foothill Blvd,Monrovia,CA,Los Angeles County,91016,US,Los Angeles,2019,6,6037,Monrovia,648648,431001,4004,4,6.03743E+13,giscorps
"954 Vermont Ave. Los Angeles, 90029",,,,34.08985,-118.29165,0.9,rooftop,954,N Vermont Ave,Los Angeles,CA,Los Angeles County,90029,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,191410,1003,1,6.03719E+13,giscorps
"959 Crenshaw Blvd, Los Angeles, CA 90019",,,,34.054909,-118.323008,1,rooftop,959,Crenshaw Blvd,Los Angeles,CA,Los Angeles County,90019,US,Los Angeles,2019,6,6037,Los Angeles,644000,212702,2005,2,6.03721E+13,giscorps
"9600 South Sepulveda Blvd., Los Angeles, CA 90045",,,,33.94841,-118.39594,1,rooftop,9600,S Sepulveda Blvd,Los Angeles,CA,Los Angeles County,90045,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,980028,1038,1,6.03798E+13,giscorps
"9615 Pinehurst Ave. South Gate, CA 90280",,,,33.944917,-118.18251,1,range_interpolation,9615,Pinehurst Ave,South Gate,CA,Los Angeles County,90280,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,South Gate,673080,536103,2006,2,6.03754E+13,giscorps
"972 Goodrich Blvd Rm 100, Commerce, CA 90022-4114",,,,34.016254,-118.155671,1,range_interpolation,972,Goodrich Blvd,Commerce,CA,Los Angeles County,90022,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,East Los Angeles,620802,531702,1025,1,6.03753E+13,giscorps
"9725 Wilshire Boulevard, Beverly Hills, CA 90212",,,,34.067448,-118.407449,1,rooftop,9725,Wilshire Blvd,Beverly Hills,CA,Los Angeles County,90212,US,Los Angeles,2019,6,6037,Beverly Hills,606308,700801,3042,3,6.0377E+13,giscorps
"9726 Venice Blvd, Culver City CA 90232",,,,34.023878,-118.397333,1,rooftop,9726,Venice Blvd,Culver City,CA,Los Angeles County,90232,US,Los Angeles,2019,6,6037,Los Angeles,644000,270100,1005,1,6.03727E+13,giscorps
"9952 Las Tunas Drive, Temple City, CA 91780",,,,34.107549,-118.053547,1,range_interpolation,9952,Las Tunas Dr,Temple City,CA,Los Angeles County,91780,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Arcadia,602462,431600,2007,2,6.03743E+13,giscorps
"1515 Ocean Avenue, Santa Monica CA 90401",,,,34.012657,-118.49617,1,range_interpolation,1515,Ocean Ave,Santa Monica,CA,Los Angeles County,90401,US,TIGER/Line® dataset from the US Census Bureau,2019,6,6037,Santa Monica,670000,701902,2017,2,6.0377E+13,giscorps
"1 World Way, Los Angeles, CA 90045",,,,33.94469,-118.39817,1,rooftop,1,World Way,Los Angeles,CA,Los Angeles County,90045,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,980028,1025,1,6.03798E+13,giscorps
"1 World Way, Los Angeles, CA 90045",,,,33.94469,-118.39817,1,rooftop,1,World Way,Los Angeles,CA,Los Angeles County,90045,US,City of Los Angeles,2019,6,6037,Los Angeles,644000,980028,1025,1,6.03798E+13,giscorps
